-1.650,-49.950,1.500,-0.383,6.058,7.362
-2.100,-49.350,0.600,-0.307,6.058,7.362
-1.950,-49.950,1.350,-0.230,5.982,7.362
-1.650,-49.650,1.350,-0.307,6.058,7.669
-1.350,-49.650,0.600,-0.307,6.058,7.285
-2.400,-49.200,0.750,-0.230,6.058,7.362
-1.800,-49.050,0.900,-0.230,6.135,7.362
-3.150,-49.200,0.300,-0.230,6.058,7.439
-1.950,-50.400,0.750,-0.230,6.135,7.439
-2.100,-49.950,1.050,-0.307,5.982,7.362
-1.800,-48.900,0.600,-0.307,6.135,7.285
-1.800,-48.750,0.750,-0.153,6.135,7.285
-1.650,-49.800,0.900,-0.307,6.212,7.285
-2.100,-49.800,1.200,-0.307,6.058,7.439
-2.400,-49.050,1.800,-0.230,6.135,7.285
-1.950,-49.650,0.300,-0.230,6.058,7.439
-1.800,-49.200,0.900,-0.307,6.135,7.362
-2.100,-49.500,0.750,-0.230,6.058,7.209
-2.550,-49.500,1.050,-0.307,6.212,7.592
-2.250,-49.050,0.750,-0.230,6.058,7.592
-2.250,-49.050,1.500,-0.230,6.135,7.132
-2.250,-50.100,0.750,-0.230,6.058,7.439
-2.400,-48.600,0.750,-0.230,6.135,7.439
-1.950,-49.800,1.350,-0.230,6.058,7.439
-1.500,-49.800,0.900,-0.383,6.058,7.439
-1.800,-49.350,0.900,-0.307,5.982,7.362
-1.500,-49.650,1.200,-0.307,6.058,7.362
-1.200,-48.900,0.000,-0.307,6.212,7.515
-2.100,-49.500,0.450,-0.230,6.212,7.745
-1.500,-49.350,1.500,-0.307,5.982,7.439
-1.950,-49.200,1.050,-0.307,6.058,7.515
-2.550,-49.950,0.900,-0.383,5.982,6.979
-2.250,-49.200,1.950,-0.383,6.135,7.285
-0.750,-49.650,1.050,-0.230,6.058,7.362
-1.500,-48.150,1.350,-0.230,6.058,7.362
-2.100,-49.200,1.200,-0.230,6.135,7.439
-2.400,-48.450,1.350,-0.307,6.058,7.439
-1.800,-49.200,0.750,-0.383,6.058,7.515
-1.500,-49.050,0.300,-0.230,5.982,7.439
-2.100,-49.950,0.750,-0.230,6.058,7.439
-1.500,-48.750,1.200,-0.230,6.058,7.362
-2.400,-48.900,1.200,-0.230,6.212,7.439
-1.650,-48.600,1.350,-0.307,6.135,7.515
-3.450,-49.350,1.200,-0.077,6.135,7.285
-1.950,-47.550,1.050,-0.230,6.058,7.439
-3.450,-48.000,0.300,-0.077,6.135,7.439
-3.150,-48.900,0.750,-0.153,6.135,7.362
-4.350,-48.000,0.450,-0.153,6.212,7.439
-4.350,-48.000,0.750,-0.230,6.365,7.362
-4.650,-48.000,-0.900,-0.153,6.135,7.285
-5.250,-47.250,-0.600,-0.230,6.135,7.285
-5.550,-47.100,-0.900,-0.307,6.135,7.669
-6.300,-46.800,-1.350,-0.383,6.212,7.439
-6.450,-46.050,-1.350,-0.230,6.135,7.209
-7.200,-45.750,-1.800,-0.460,6.135,7.515
-7.500,-45.600,-1.500,-0.460,6.212,7.362
-8.400,-45.900,-1.950,-0.460,6.058,7.285
-7.350,-45.450,-1.800,-0.307,6.212,7.515
-7.500,-45.900,-1.200,-0.153,6.212,7.439
-6.900,-46.650,-1.350,-0.383,6.212,7.362
-7.950,-46.050,-1.200,0.000,6.058,7.362
-6.750,-46.350,-2.100,-0.077,6.058,7.285
-6.300,-46.800,-1.950,-0.230,6.212,7.362
-7.500,-46.500,-1.800,-0.077,6.135,7.362
-7.350,-45.750,-1.650,-0.077,6.058,7.285
-6.900,-45.600,-1.800,0.077,6.288,7.822
-6.900,-45.300,-1.650,-0.077,6.135,7.285
-6.900,-45.600,-1.800,-0.153,6.212,7.285
-8.100,-45.450,-1.200,-0.077,6.135,7.132
-7.500,-46.350,-1.350,-0.230,6.288,7.362
-7.500,-46.500,-1.500,0.000,6.135,7.209
-6.750,-46.650,-2.700,-0.153,6.135,7.362
-7.050,-46.050,-1.350,-0.230,6.135,7.362
-7.350,-46.050,-2.250,-0.153,6.212,7.362
-7.800,-46.200,-1.500,-0.077,6.058,7.362
-7.350,-46.500,-1.950,-0.077,6.288,7.285
-7.500,-46.800,-1.500,-0.153,6.135,7.285
-7.500,-46.500,-2.100,-0.153,6.212,7.209
-7.050,-45.900,-1.350,-0.077,6.135,7.209
-6.900,-45.750,-1.650,-0.230,6.212,7.285
-6.750,-46.500,-2.700,-0.230,6.212,7.055
-7.350,-46.350,-1.350,-0.153,6.058,7.592
-7.050,-45.600,-1.500,-0.230,6.212,7.362
-8.100,-46.050,-1.950,-0.153,6.212,7.209
-6.150,-46.500,-2.100,-0.077,6.135,7.209
-6.750,-45.150,-1.950,-0.153,6.135,7.132
