25.950,-52.500,62.700,-0.049,-0.353,0.934
26.100,-52.350,61.800,-0.003,-0.356,0.935
25.200,-51.450,63.900,-0.045,-0.349,0.936
25.200,-51.450,63.900,-0.053,-0.358,0.932
25.350,-51.600,62.100,-0.057,-0.357,0.932
25.350,-51.600,62.100,-0.050,-0.361,0.931
23.850,-53.100,62.850,-0.033,-0.365,0.930
23.850,-53.100,62.850,-0.020,-0.360,0.933
24.600,-52.800,63.600,-0.025,-0.361,0.932
24.600,-52.800,63.600,-0.028,-0.351,0.936
25.350,-52.800,62.550,-0.039,-0.357,0.933
25.350,-52.800,62.550,-0.048,-0.350,0.936
25.200,-52.200,62.700,-0.043,-0.348,0.936
25.200,-52.200,62.700,-0.042,-0.356,0.934
25.200,-52.200,62.700,-0.033,-0.362,0.932
24.600,-53.100,63.300,-0.035,-0.369,0.929
24.600,-53.100,63.300,-0.030,-0.371,0.928
24.600,-53.100,63.300,-0.029,-0.390,0.920
24.600,-53.100,63.300,-0.041,-0.392,0.919
25.800,-54.300,61.050,-0.043,-0.397,0.917
25.800,-54.300,61.050,-0.050,-0.396,0.917
26.250,-54.150,61.200,-0.054,-0.391,0.919
26.250,-54.150,61.200,-0.050,-0.414,0.909
24.300,-54.000,59.850,-0.043,-0.419,0.907
24.300,-54.000,59.850,-0.034,-0.426,0.904
26.550,-54.300,58.800,-0.018,-0.452,0.892
26.550,-54.300,58.800,-0.020,-0.463,0.886
26.550,-54.300,58.800,-0.038,-0.479,0.877
26.550,-55.950,55.800,-0.068,-0.479,0.875
26.550,-55.950,55.800,-0.062,-0.500,0.864
26.550,-55.950,55.800,-0.048,-0.510,0.859
26.550,-55.950,55.800,-0.042,-0.536,0.843
25.800,-57.900,51.750,-0.045,-0.551,0.834
25.800,-57.900,51.750,-0.031,-0.591,0.806
25.500,-57.600,52.350,-0.037,-0.578,0.815
25.500,-57.600,52.350,-0.027,-0.610,0.792
24.600,-57.900,49.800,-0.046,-0.613,0.788
24.600,-57.900,49.800,-0.052,-0.623,0.780
25.500,-59.550,48.900,-0.039,-0.639,0.769
26.100,-60.600,47.250,-0.035,-0.651,0.758
25.350,-61.350,47.250,-0.027,-0.678,0.735
25.350,-61.350,47.250,-0.039,-0.676,0.736
25.350,-61.350,47.250,-0.039,-0.677,0.735
25.350,-61.350,47.250,-0.049,-0.681,0.730
24.600,-61.800,43.200,-0.038,-0.692,0.721
24.600,-61.800,43.200,-0.038,-0.697,0.716
25.050,-61.800,41.250,-0.043,-0.707,0.706
25.050,-61.800,41.250,-0.046,-0.709,0.703
26.100,-63.000,39.450,-0.034,-0.723,0.690
26.100,-63.000,39.450,-0.039,-0.729,0.684
26.100,-61.350,39.000,-0.036,-0.754,0.656
26.100,-61.350,39.000,-0.046,-0.753,0.656
26.250,-62.700,38.100,-0.037,-0.757,0.652
26.850,-63.000,38.700,-0.040,-0.764,0.644
26.850,-63.000,38.700,-0.051,-0.762,0.645
26.850,-63.000,38.700,-0.048,-0.777,0.628
26.850,-63.000,38.700,-0.045,-0.778,0.626
24.450,-63.900,34.050,-0.037,-0.796,0.604
24.450,-63.900,34.050,-0.046,-0.798,0.601
24.450,-63.900,34.050,-0.041,-0.808,0.588
24.450,-63.900,34.050,-0.043,-0.813,0.581
25.950,-63.150,31.800,-0.043,-0.814,0.579
25.950,-63.150,31.800,-0.048,-0.821,0.568
25.050,-66.000,30.450,-0.053,-0.831,0.554
25.800,-65.250,28.650,-0.048,-0.837,0.545
25.800,-65.250,28.650,-0.042,-0.844,0.535
26.550,-63.750,27.150,-0.039,-0.869,0.494
26.550,-63.750,27.150,-0.034,-0.867,0.496
26.250,-64.650,26.250,-0.032,-0.875,0.483
26.250,-64.650,26.250,-0.026,-0.880,0.475
25.950,-63.600,24.300,-0.041,-0.884,0.465
25.950,-63.600,24.300,-0.055,-0.891,0.450
25.950,-63.600,24.300,-0.040,-0.894,0.447
25.950,-63.600,24.300,-0.047,-0.899,0.435
25.200,-65.100,23.550,-0.028,-0.910,0.413
25.200,-65.100,23.550,-0.036,-0.910,0.414
26.100,-64.950,21.150,-0.053,-0.910,0.411
26.550,-63.750,21.600,-0.051,-0.913,0.405
26.550,-63.750,21.600,-0.044,-0.918,0.394
25.200,-62.700,19.050,-0.040,-0.920,0.389
