38.700001,-54.299999,47.250000,0.411803,-9.179369,3.897760,-0.034107,-0.001066,-0.011058,0.318017
38.700001,-54.299999,47.250000,0.622492,-8.918402,3.758897,-0.046764,0.006262,-0.008527,0.035480
38.700001,-54.299999,47.250000,0.521936,-9.062054,3.933673,-0.056623,0.008127,-0.001998,0.035964
39.000000,-54.299999,46.500000,0.617704,-9.138668,3.967192,-0.032242,0.009726,-0.004530,0.034842
39.000000,-54.299999,46.500000,0.617704,-9.097966,4.187459,-0.042900,0.031576,-0.010525,0.035158
38.099998,-54.150002,47.400002,0.517148,-9.045294,3.780444,-0.037305,0.017320,-0.009859,0.036020
37.500000,-54.000000,46.200001,0.802058,-9.097966,4.151546,-0.041701,-0.012657,-0.009193,0.035980
37.950001,-55.049999,46.950001,0.605733,-9.038112,4.156334,-0.014123,0.025847,-0.014789,0.034799
36.900002,-53.400002,46.650002,0.538695,-9.129091,4.077325,0.009593,0.013856,-0.001066,0.034799
36.900002,-53.400002,46.650002,0.679953,-9.064447,4.125209,-0.012391,0.025714,-0.011058,0.035201
37.500000,-54.750000,46.500000,0.380678,-8.939949,3.936068,-0.011991,0.000666,-0.009859,0.035980
37.500000,-54.750000,46.500000,0.646434,-9.102755,4.314352,0.026913,0.004663,-0.006395,0.036020
37.650002,-53.700001,48.599998,0.658405,-9.131485,4.161122,0.031176,0.017720,-0.007994,0.035980
37.650002,-53.700001,48.599998,0.339977,-9.006987,4.055778,0.030910,0.017587,-0.019585,0.036020
37.650002,-53.700001,48.599998,0.418985,-9.172187,4.134786,0.046897,0.004663,-0.010392,0.035980
36.599998,-53.400002,47.099998,0.476446,-8.923190,4.177882,0.068747,0.006795,-0.002531,0.036020
36.599998,-53.400002,47.099998,0.610521,-8.927979,4.268862,0.060620,0.011591,-0.007461,0.035980
37.950001,-53.099998,47.250000,0.512359,-8.853758,4.328717,0.063418,0.027046,-0.016920,0.036020
38.250000,-53.099998,49.049999,0.536301,-8.786720,4.247314,0.020784,-0.002265,-0.015721,0.035980
39.150002,-53.400002,47.400002,0.742203,-8.791509,4.335899,-0.001865,-0.000266,-0.008260,0.036020
39.150002,-53.400002,47.400002,0.409408,-8.671799,4.247314,-0.035040,0.022516,-0.009593,0.035979
36.900002,-54.900002,47.099998,0.531513,-8.961497,4.367024,-0.058622,0.010658,-0.014922,0.036020
35.849998,-52.500000,49.650002,0.447716,-8.920795,4.259285,-0.059554,0.000666,-0.005063,0.035980
35.849998,-52.500000,49.650002,0.605733,-8.923190,4.402937,-0.059954,0.012923,-0.010525,0.036020
36.150002,-52.500000,48.599998,0.486023,-8.767567,4.237737,0.165873,-0.016787,-0.015721,0.034983
36.150002,-52.500000,48.599998,0.579397,-8.734048,4.077325,0.155214,0.021583,0.010126,0.035178
36.000000,-52.799999,48.750000,0.509965,-8.822633,4.055778,0.212904,0.018519,-0.006528,0.035980
39.000000,-52.049999,52.799999,0.644040,-8.621520,4.960786,0.558905,-0.013057,-0.004263,0.034972
37.349998,-49.799999,53.400002,0.639252,-8.413225,5.233725,0.595810,0.016654,-0.011858,0.036183
37.349998,-49.799999,53.400002,0.569820,-8.360553,5.413290,0.603271,0.010525,-0.020251,0.035980
38.099998,-49.500000,55.650002,0.627281,-7.788338,5.652710,0.478700,0.008394,-0.026913,0.034817
38.099998,-49.500000,55.650002,0.591368,-7.625533,5.940014,0.399161,0.018253,-0.023049,0.035183
38.099998,-48.299999,57.450001,0.567426,-7.704541,6.210559,0.365320,0.009726,-0.026513,0.035980
38.099998,-48.299999,57.450001,0.577003,-7.726089,6.217742,0.348000,0.007594,-0.021717,0.036020
36.750000,-45.299999,59.250000,0.665588,-7.513005,6.296751,0.326150,0.016654,-0.015721,0.035985
36.750000,-45.299999,59.250000,0.529119,-7.474698,6.330269,0.309763,0.008527,-0.013590,0.036015
36.750000,-46.950001,59.250000,0.481235,-7.366959,6.136339,0.273790,0.001998,-0.006395,0.035980
36.900002,-45.900002,60.450001,0.696713,-7.352593,6.627151,0.291776,0.021983,-0.023182,0.036020
36.750000,-44.549999,61.049999,0.481235,-7.295133,6.878541,0.319888,0.004397,-0.024515,0.034854
37.500000,-43.349998,62.549999,0.545878,-6.959944,6.907272,0.363055,0.021051,-0.018386,0.034854
37.500000,-43.349998,62.549999,0.550666,-7.096414,7.153875,0.369184,0.009593,-0.022116,0.036141
38.099998,-42.750000,62.700001,0.433351,-6.880936,6.950367,0.392366,0.003464,-0.023982,0.036021
37.950001,-40.950001,64.050003,0.723049,-6.878541,7.201759,0.423409,0.017986,-0.011724,0.035979
37.950001,-40.950001,64.050003,0.438139,-6.572083,7.335834,0.432868,0.007994,-0.005729,0.036025
37.950001,-40.950001,64.050003,0.699107,-6.545747,7.513005,0.460181,0.012524,-0.013190,0.035975
38.250000,-40.650002,65.099998,0.766145,-6.272809,7.680599,0.467642,0.015188,-0.018786,0.036021
38.250000,-40.650002,65.099998,0.620098,-6.236896,7.654263,0.477234,0.010392,-0.021184,0.035984
38.250000,-40.650002,65.099998,0.656011,-6.062119,7.687782,0.488692,0.008926,-0.015855,0.036016
39.150002,-40.049999,67.500000,0.679953,-5.779603,7.987057,0.491224,0.007861,-0.022516,0.035979
38.250000,-38.700001,68.099998,0.612916,-5.674258,8.094796,0.505613,0.010792,-0.018519,0.036021
